applicant_id,age,employment_type,income_monthly,existing_emi,cibil_score,credit_utilization_pct,recent_dpd_30,inquiries_6m,active_trades,vintage_months,employment_stability_m,secured_mix_ratio,foir_now,pd_12m,default_12m
APL301569,32,Salaried,70662.13,12121.38,772,83.2,0,4,5,77,32,0.646,17.2,0.5502,0
APL301570,30,Self-Employed,42346.91,3515.52,729,77.3,0,3,3,83,0,0.472,8.3,0.6269,1
APL301571,21,Salaried,25485.16,0.0,725,70.6,0,1,2,41,0,0.395,0.0,0.618,1
APL301572,31,Salaried,93915.02,15727.45,748,97.7,0,1,8,46,18,0.139,16.7,0.6263,0
APL301573,35,Salaried,24765.49,6146.9,774,54.1,0,0,6,36,15,0.338,24.8,0.4879,0
APL301574,31,Salaried,14547.59,3365.19,701,63.1,0,0,5,53,6,0.31,23.1,0.634,0
APL301575,36,Self-Employed,32760.39,10806.21,727,86.2,0,2,7,88,20,0.268,33.0,0.65,0
APL301576,32,Salaried,14524.18,4391.53,683,90.5,0,0,5,44,10,0.158,30.2,0.65,1
APL301577,30,Salaried,18215.61,2807.05,655,97.8,0,2,2,76,18,0.511,15.4,0.65,1
APL301578,39,Salaried,35590.32,12447.31,679,80.5,0,4,5,35,37,0.398,35.0,0.65,1
APL301579,30,Salaried,16620.82,12052.77,701,90.4,0,1,5,94,0,0.39,72.5,0.65,1
APL301580,37,Salaried,14880.7,0.0,689,73.0,0,2,8,104,34,0.212,0.0,0.65,0
APL301581,28,Salaried,37151.37,10029.45,679,91.7,0,2,5,98,4,0.277,27.0,0.65,1
APL301582,36,Salaried,19363.11,3164.65,728,79.2,0,1,4,82,22,0.187,16.3,0.6258,1
APL301583,40,Salaried,52087.12,0.0,770,53.9,0,1,3,69,34,0.544,0.0,0.4118,0
APL301584,44,Salaried,42376.87,7616.71,839,83.0,0,1,3,81,32,0.657,18.0,0.4014,0
APL301585,29,Salaried,46704.53,3165.16,736,94.4,0,1,4,98,19,0.497,6.8,0.5885,1
APL301586,25,Salaried,58860.61,11083.41,764,94.3,0,3,9,35,6,0.113,18.8,0.65,1
APL301587,50,Salaried,24592.32,4250.64,737,78.3,0,1,5,83,41,0.471,17.3,0.568,0
APL301588,31,Self-Employed,32532.16,0.0,679,121.9,0,3,6,19,17,0.101,0.0,0.65,1
APL301589,29,Gig/Freelance,38051.56,0.0,705,106.4,0,2,2,87,7,0.42,0.0,0.65,1
APL301590,32,Salaried,15599.58,0.0,668,102.2,0,4,5,87,15,0.081,0.0,0.65,1
APL301591,28,Student/Intern,64851.1,4136.27,827,74.9,1,1,4,86,11,0.423,6.4,0.5435,0
APL301592,41,Self-Employed,37175.24,2341.59,599,97.2,0,5,6,38,19,0.0,6.3,0.65,1
APL301593,24,Salaried,52219.46,7733.81,618,133.4,0,0,6,34,16,0.0,14.8,0.65,0
APL301594,38,Salaried,12718.49,9789.13,689,80.7,0,1,5,54,30,0.242,77.0,0.65,1
APL301595,22,Salaried,24286.08,0.0,679,54.3,0,5,7,16,16,0.203,0.0,0.65,1
APL301596,35,Salaried,41532.15,1420.72,714,75.1,0,2,5,90,15,0.364,3.4,0.6053,1
APL301597,28,Gig/Freelance,12283.91,3779.15,730,84.7,0,1,5,75,0,0.375,30.8,0.6472,1
APL301598,32,Salaried,15723.17,0.0,532,106.4,0,3,5,36,14,0.0,0.0,0.65,0
APL301599,39,Salaried,17035.73,0.0,683,83.3,1,2,3,88,33,0.008,0.0,0.65,1
APL301600,24,Self-Employed,24794.51,2048.75,784,48.8,0,1,2,73,15,0.323,8.3,0.4519,0
APL301601,34,Salaried,26387.59,0.0,701,103.3,0,0,3,23,0,0.246,0.0,0.65,0
APL301602,30,Salaried,26321.59,0.0,721,85.1,0,2,6,67,8,0.49,0.0,0.6354,1
APL301603,26,Salaried,16218.83,0.0,603,69.2,0,3,6,70,4,0.0,0.0,0.65,0
APL301604,36,Salaried,24833.35,8792.46,786,105.7,0,2,8,83,29,0.507,35.4,0.5962,0
APL301605,21,Salaried,33723.43,0.0,627,77.8,0,1,4,35,0,0.168,0.0,0.65,1
APL301606,37,Salaried,42720.18,0.0,647,88.6,0,0,7,76,18,0.355,0.0,0.65,0
APL301607,26,Salaried,38842.98,5066.96,618,108.8,0,3,2,59,7,0.0,13.0,0.65,1
APL301608,26,Self-Employed,29400.24,0.0,643,92.4,0,1,6,67,10,0.161,0.0,0.65,1
APL301609,33,Salaried,58574.94,0.0,788,94.7,0,0,4,81,9,0.468,0.0,0.4692,0
APL301610,36,Salaried,15622.26,0.0,719,82.7,0,1,6,69,16,0.393,0.0,0.6295,0
APL301611,34,Salaried,55322.65,8500.12,804,90.4,0,1,7,66,7,0.565,15.4,0.4912,0
APL301612,35,Student/Intern,12000.0,0.0,842,94.5,0,1,5,154,12,0.511,0.0,0.4041,1
APL301613,22,Salaried,45697.3,0.0,623,76.3,0,8,9,20,18,0.229,0.0,0.65,1
APL301614,35,Salaried,29230.2,0.0,738,59.8,0,1,4,82,25,0.322,0.0,0.522,0
APL301615,25,Self-Employed,72562.32,10288.18,728,104.2,0,0,4,72,1,0.283,14.2,0.65,1
APL301616,26,Salaried,187711.28,33160.64,796,112.5,0,0,11,103,7,0.538,17.7,0.4843,1
APL301617,21,Salaried,23542.88,3494.22,675,87.5,0,2,5,29,19,0.182,14.8,0.65,0
APL301618,39,Salaried,12000.0,1164.51,594,80.9,0,1,3,51,41,0.137,9.7,0.65,1
APL301619,36,Self-Employed,32760.39,10806.21,727,86.2,0,2,7,88,20,0.268,33.0,0.65,0
APL301620,31,Salaried,17471.96,0.0,747,94.6,0,0,6,90,27,0.229,0.0,0.5861,1
APL301621,30,Student/Intern,19314.04,6730.11,668,112.9,0,3,7,95,7,0.066,34.8,0.65,1
APL301622,33,Salaried,53042.89,9724.3,553,71.6,0,3,2,25,37,0.0,18.3,0.65,1
APL301623,26,Salaried,41281.36,17578.71,808,118.9,0,0,8,49,0,0.547,42.6,0.614,1
APL301624,29,Salaried,26122.95,9199.27,736,102.8,0,1,4,70,4,0.516,35.2,0.65,1
APL301625,28,Student/Intern,20200.84,6376.43,661,71.4,0,0,3,56,0,0.073,31.6,0.65,1
APL301626,36,Salaried,36855.52,10446.8,766,52.9,0,1,1,104,24,0.392,28.3,0.498,1
APL301627,48,Self-Employed,46885.47,0.0,724,66.3,0,1,4,63,34,0.439,0.0,0.5347,1
APL301628,25,Salaried,12285.4,1175.38,664,65.8,0,0,5,86,4,0.0,9.6,0.65,0
APL301629,25,Salaried,41992.14,11345.04,655,75.2,0,0,3,51,14,0.14,27.0,0.65,1
APL301630,40,Salaried,22203.86,3139.11,665,79.7,0,1,6,80,28,0.267,14.1,0.65,0
APL301631,31,Salaried,119358.21,21995.2,753,98.6,0,0,3,56,21,0.418,18.4,0.5856,0
APL301632,28,Salaried,28919.31,11250.68,723,64.1,0,3,5,52,17,0.343,38.9,0.65,1
APL301633,43,Salaried,28690.87,3490.3,848,77.6,0,2,7,116,46,0.355,12.2,0.3724,0
APL301634,25,Salaried,23313.09,2970.39,723,70.9,0,1,9,53,14,0.337,12.7,0.613,1
APL301635,37,Self-Employed,63992.5,0.0,836,72.8,0,0,5,93,14,0.747,0.0,0.2998,0
APL301636,40,Salaried,16946.44,7180.56,573,100.2,0,3,4,84,37,0.0,42.4,0.65,0
APL301637,23,Self-Employed,35871.54,2168.88,772,75.6,0,3,3,59,0,0.454,6.0,0.5646,0
APL301638,37,Gig/Freelance,43084.5,0.0,775,76.4,0,0,6,87,18,0.481,0.0,0.45,1
APL301639,36,Salaried,22800.49,0.0,661,93.2,0,5,6,64,28,0.159,0.0,0.65,1
APL301640,28,Self-Employed,16055.47,0.0,795,48.6,0,1,7,68,10,0.337,0.0,0.4235,0
APL301641,37,Gig/Freelance,17404.28,0.0,689,75.5,0,0,4,92,19,0.357,0.0,0.6376,1
APL301642,28,Gig/Freelance,33810.65,0.0,672,117.0,0,1,6,19,4,0.28,0.0,0.65,1
APL301643,21,Salaried,29508.75,0.0,637,93.5,0,1,8,73,7,0.099,0.0,0.65,1
APL301644,40,Self-Employed,16368.7,0.0,745,98.5,0,2,5,44,20,0.433,0.0,0.6453,0
APL301645,24,Salaried,40891.04,7169.93,690,125.0,0,5,6,16,0,0.047,17.5,0.65,1
APL301646,25,Salaried,44628.75,9722.67,754,66.8,0,0,3,90,0,0.128,21.8,0.5575,1
APL301647,34,Salaried,26387.59,0.0,701,103.3,0,0,3,23,0,0.246,0.0,0.65,0
APL301648,30,Salaried,26321.59,0.0,721,85.1,0,2,6,67,8,0.49,0.0,0.6354,1
APL301649,32,Salaried,14524.18,4391.53,683,90.5,0,0,5,44,10,0.158,30.2,0.65,1
APL301650,34,Student/Intern,35130.24,5141.32,602,56.1,0,1,6,68,12,0.138,14.6,0.65,0
APL301651,40,Salaried,23130.8,0.0,770,71.8,0,3,3,86,26,0.363,0.0,0.5378,0
APL301652,29,Self-Employed,29870.16,0.0,796,73.0,0,3,0,71,8,0.537,0.0,0.5099,0
APL301653,27,Salaried,56564.69,0.0,698,78.8,0,3,8,64,12,0.188,0.0,0.65,1
APL301654,48,Salaried,19825.58,4326.87,702,86.1,0,2,6,96,47,0.224,21.8,0.65,0
APL301655,32,Gig/Freelance,45178.02,0.0,759,55.3,0,1,8,119,15,0.33,0.0,0.4379,1
APL301656,38,Salaried,32592.25,4482.24,770,86.2,0,1,7,59,11,0.359,13.8,0.5641,1
APL301657,32,Salaried,25449.33,1390.76,757,90.3,0,2,8,91,31,0.367,5.5,0.5763,1
APL301658,25,Salaried,62316.82,0.0,625,101.1,0,2,2,39,2,0.242,0.0,0.65,0
APL301659,32,Salaried,50351.86,8896.11,725,100.0,0,1,3,56,28,0.322,17.7,0.65,1
APL301660,28,Salaried,36111.5,2000.78,737,78.2,1,2,4,52,8,0.352,5.5,0.65,1
APL301661,27,Salaried,16424.75,6129.05,728,86.6,0,1,7,63,0,0.194,37.3,0.65,1
APL301662,47,Salaried,43502.33,9490.57,823,81.3,0,1,4,101,26,0.463,21.8,0.4362,0
APL301663,39,Self-Employed,152522.78,0.0,811,62.3,1,1,4,84,28,0.636,0.0,0.3843,0
APL301664,35,Self-Employed,43442.43,5410.08,678,61.5,0,1,8,77,7,0.231,12.5,0.65,1
APL301665,31,Salaried,37831.38,9576.25,619,79.4,0,1,4,35,11,0.128,25.3,0.65,0
APL301666,31,Salaried,35204.84,2731.49,657,77.7,0,1,2,11,19,0.194,7.8,0.65,1
APL301667,34,Gig/Freelance,13624.56,6593.39,571,93.1,0,1,3,14,2,0.0,48.4,0.65,0
APL301668,31,Self-Employed,28121.69,4576.53,723,85.0,1,1,4,33,26,0.376,16.3,0.65,1
APL301669,24,Gig/Freelance,26782.43,0.0,619,49.6,0,3,6,21,0,0.101,0.0,0.65,1
APL301670,34,Salaried,57250.44,10845.08,612,67.8,0,1,4,57,15,0.195,18.9,0.65,0
APL301671,22,Salaried,31262.25,6454.3,651,87.9,0,3,10,18,14,0.0,20.6,0.65,0
APL301672,40,Self-Employed,34306.59,0.0,688,74.7,0,0,4,93,21,0.249,0.0,0.6233,1
APL301673,45,Gig/Freelance,25382.81,11231.98,728,99.8,0,2,4,116,14,0.202,44.3,0.65,0
APL301674,25,Salaried,12000.0,3965.07,722,58.8,0,2,5,91,0,0.276,33.0,0.6169,1
APL301675,25,Salaried,41992.14,11345.04,655,75.2,0,0,3,51,14,0.14,27.0,0.65,1
APL301676,32,Salaried,35004.17,4140.11,693,79.4,0,2,4,89,19,0.2,11.8,0.65,1
APL301677,31,Self-Employed,35526.99,4031.96,647,85.7,0,4,3,50,29,0.214,11.3,0.65,0
APL301678,30,Self-Employed,45370.34,0.0,711,65.8,0,0,4,52,6,0.354,0.0,0.573,0
APL301679,31,Salaried,14547.59,3365.19,701,63.1,0,0,5,53,6,0.31,23.1,0.634,0
APL301680,26,Salaried,38842.98,5066.96,618,108.8,0,3,2,59,7,0.0,13.0,0.65,1
APL301681,35,Salaried,56759.87,0.0,604,124.4,0,4,5,35,12,0.0,0.0,0.65,1
APL301682,27,Salaried,20139.1,11196.85,672,96.7,0,2,4,36,9,0.101,55.6,0.65,0
APL301683,31,Self-Employed,48154.61,14064.44,713,85.4,0,3,3,54,31,0.246,29.2,0.65,1
APL301684,24,Self-Employed,24794.51,2048.75,784,48.8,0,1,2,73,15,0.323,8.3,0.4519,0
APL301685,47,Salaried,43502.33,9490.57,823,81.3,0,1,4,101,26,0.463,21.8,0.4362,0
APL301686,25,Salaried,40049.45,10202.25,594,121.1,0,2,3,51,0,0.012,25.5,0.65,1
APL301687,34,Salaried,28465.98,0.0,729,76.6,0,5,7,40,3,0.396,0.0,0.65,1
APL301688,27,Salaried,14750.32,0.0,619,115.0,0,0,7,23,3,0.011,0.0,0.65,0
APL301689,22,Salaried,24286.08,0.0,679,54.3,0,5,7,16,16,0.203,0.0,0.65,1
APL301690,30,Self-Employed,35041.05,11799.37,672,95.0,0,3,3,28,15,0.107,33.7,0.65,1
APL301691,39,Salaried,21505.54,1878.73,601,73.2,0,2,8,30,23,0.151,8.7,0.65,0
APL301692,30,Salaried,34976.37,7796.74,797,43.9,0,0,6,51,21,0.636,22.3,0.3854,0
APL301693,26,Salaried,12000.0,0.0,662,76.2,0,3,4,44,3,0.187,0.0,0.65,1
APL301694,24,Self-Employed,24794.51,2048.75,784,48.8,0,1,2,73,15,0.323,8.3,0.4519,0
APL301695,21,Salaried,24069.58,11694.25,724,76.8,0,3,4,57,7,0.401,48.6,0.65,1
APL301696,36,Salaried,21853.27,0.0,789,77.0,0,2,6,79,18,0.446,0.0,0.495,0
APL301697,29,Self-Employed,15752.47,0.0,774,78.8,0,0,6,56,20,0.43,0.0,0.5096,1
APL301698,27,Salaried,81869.25,14137.57,784,68.9,0,2,6,97,0,0.437,17.3,0.4843,0
APL301699,32,Salaried,24171.97,1351.16,796,85.4,0,2,6,31,0,0.319,5.6,0.5544,1
APL301700,33,Salaried,34039.88,9055.6,631,92.6,0,1,5,78,7,0.138,26.6,0.65,1
APL301701,27,Salaried,17511.74,0.0,782,82.1,0,0,7,60,20,0.292,0.0,0.51,0
APL301702,40,Salaried,33919.21,499.85,795,75.4,0,0,13,103,38,0.528,1.5,0.4011,0
APL301703,29,Salaried,44402.1,1742.29,663,80.5,0,1,3,45,14,0.11,3.9,0.65,0
APL301704,34,Salaried,33684.73,6360.75,603,138.4,0,4,3,87,47,0.163,18.9,0.65,1
APL301705,22,Gig/Freelance,34875.53,0.0,736,83.6,0,1,2,18,3,0.32,0.0,0.6334,0
APL301706,30,Salaried,21009.06,11142.09,738,77.8,0,2,5,80,8,0.44,53.0,0.6461,0
APL301707,30,Self-Employed,42346.91,3515.52,729,77.3,0,3,3,83,0,0.472,8.3,0.6269,1
APL301708,43,Salaried,28690.87,3490.3,848,77.6,0,2,7,116,46,0.355,12.2,0.3724,0
APL301709,32,Gig/Freelance,19596.14,0.0,627,112.3,0,0,5,30,10,0.0,0.0,0.65,0
APL301710,33,Salaried,58574.94,0.0,788,94.7,0,0,4,81,9,0.468,0.0,0.4692,0
APL301711,33,Self-Employed,26227.7,0.0,791,86.8,0,1,2,47,22,0.641,0.0,0.5064,1
APL301712,30,Salaried,15326.75,0.0,716,83.7,0,0,3,60,8,0.082,0.0,0.65,0
APL301713,24,Student/Intern,25591.64,3310.69,731,71.6,0,7,5,54,10,0.437,12.9,0.65,0
APL301714,33,Self-Employed,24716.06,8211.15,667,79.7,0,0,6,44,26,0.379,33.2,0.65,1
APL301715,22,Self-Employed,14231.75,2126.8,791,53.6,0,0,5,69,0,0.574,14.9,0.4276,0
APL301716,31,Salaried,35204.84,2731.49,657,77.7,0,1,2,11,19,0.194,7.8,0.65,1
APL301717,36,Salaried,20721.98,6406.7,748,65.2,0,0,10,56,25,0.53,30.9,0.5356,0
APL301718,31,Self-Employed,29015.99,0.0,707,81.3,0,2,3,58,4,0.413,0.0,0.65,0
APL301719,21,Gig/Freelance,27154.66,5690.65,645,98.1,0,0,2,59,8,0.409,21.0,0.65,1
APL301720,44,Salaried,31872.16,9268.93,708,105.1,0,2,5,71,34,0.227,29.1,0.65,1
APL301721,33,Salaried,40506.76,0.0,628,140.7,0,2,3,53,27,0.154,0.0,0.65,1
APL301722,31,Salaried,31851.48,6089.78,574,136.6,0,3,6,32,11,0.0,19.1,0.65,1
APL301723,26,Salaried,20290.51,10408.17,657,61.8,0,0,6,44,13,0.161,51.3,0.65,1
APL301724,32,Salaried,16535.0,0.0,749,93.8,0,3,7,54,13,0.412,0.0,0.6456,1
APL301725,35,Salaried,14946.15,0.0,704,71.3,0,1,3,37,18,0.292,0.0,0.65,1
APL301726,28,Salaried,37335.34,0.0,722,77.8,0,0,4,100,0,0.277,0.0,0.5799,1
APL301727,24,Self-Employed,35051.91,5220.16,786,66.6,0,1,5,77,0,0.589,14.9,0.4701,0
APL301728,41,Salaried,62859.81,11363.7,751,93.4,0,0,4,84,32,0.391,18.1,0.5687,1
APL301729,27,Gig/Freelance,33368.4,0.0,583,99.4,0,4,6,76,2,0.15,0.0,0.65,0
APL301730,44,Self-Employed,29586.61,9337.25,786,80.2,0,0,7,79,32,0.434,31.6,0.5007,1
APL301731,34,Self-Employed,36134.41,0.0,762,87.1,0,0,3,92,18,0.761,0.0,0.4945,0
APL301732,28,Self-Employed,22025.69,0.0,763,93.8,0,3,5,47,0,0.184,0.0,0.6447,0
APL301733,24,Self-Employed,35051.91,5220.16,786,66.6,0,1,5,77,0,0.589,14.9,0.4701,0
APL301734,33,Salaried,93442.73,26403.87,759,49.5,0,0,8,40,25,0.462,28.3,0.4993,0
APL301735,35,Salaried,29230.2,0.0,738,59.8,0,1,4,82,25,0.322,0.0,0.522,0
APL301736,24,Self-Employed,52639.82,0.0,667,109.4,0,1,6,1,1,0.261,0.0,0.65,1
APL301737,25,Salaried,22666.33,0.0,774,56.3,0,0,3,26,6,0.447,0.0,0.4789,0
APL301738,23,Salaried,18097.0,2586.65,727,88.1,0,1,5,59,0,0.158,14.3,0.65,1
APL301739,32,Salaried,28092.59,0.0,697,70.6,0,3,4,67,18,0.294,0.0,0.65,1
APL301740,34,Salaried,55038.11,0.0,665,83.9,1,1,2,40,22,0.381,0.0,0.65,1
APL301741,42,Self-Employed,38883.33,12598.61,723,82.1,0,0,6,78,28,0.22,32.4,0.6363,1
APL301742,37,Salaried,22397.08,3389.37,776,71.9,0,4,7,58,28,0.527,15.1,0.553,1
APL301743,26,Salaried,72993.86,0.0,696,77.0,0,0,5,58,17,0.25,0.0,0.584,1
APL301744,38,Self-Employed,35530.49,13660.2,714,83.1,0,2,4,34,19,0.269,38.4,0.65,1
APL301745,21,Salaried,12021.49,3875.07,689,78.1,0,1,2,83,6,0.123,32.2,0.65,1
APL301746,25,Salaried,103966.6,18310.89,681,87.6,0,1,5,41,0,0.458,17.6,0.65,0
APL301747,25,Salaried,34412.97,944.21,585,76.2,0,4,7,15,1,0.061,2.7,0.65,1
APL301748,26,Gig/Freelance,45321.24,11124.44,683,84.5,0,1,2,20,1,0.323,24.5,0.65,1
APL301749,39,Salaried,47474.59,0.0,775,80.0,0,3,3,74,27,0.383,0.0,0.5229,1
APL301750,25,Salaried,26576.68,3115.91,669,94.5,0,2,5,73,0,0.314,11.7,0.65,1
APL301751,36,Salaried,41431.26,8714.9,624,97.9,0,0,2,65,40,0.142,21.0,0.65,1
APL301752,24,Salaried,35627.38,5506.1,784,104.2,0,3,10,76,0,0.419,15.5,0.6145,1
APL301753,40,Salaried,26735.25,6017.15,806,62.6,0,0,2,96,30,0.711,22.5,0.3973,1
APL301754,49,Salaried,22024.09,0.0,747,36.3,0,0,4,61,60,0.403,0.0,0.418,1
APL301755,26,Salaried,57297.15,16488.17,811,75.4,0,0,7,77,4,0.523,28.8,0.4614,0
APL301756,26,Salaried,22590.35,0.0,676,90.0,0,1,5,68,0,0.142,0.0,0.65,1
APL301757,27,Self-Employed,23469.84,8254.02,713,106.5,0,0,6,77,18,0.344,35.2,0.65,1
APL301758,31,Self-Employed,32532.16,0.0,679,121.9,0,3,6,19,17,0.101,0.0,0.65,1
APL301759,37,Salaried,40552.72,0.0,805,88.6,0,1,2,85,0,0.506,0.0,0.4761,1
APL301760,21,Self-Employed,31996.75,0.0,854,60.6,0,0,4,119,13,0.334,0.0,0.3013,0
APL301761,35,Salaried,37146.46,4454.26,762,69.9,0,2,3,46,8,0.193,12.0,0.5799,0
APL301762,28,Salaried,20843.26,7489.49,771,99.4,0,1,4,61,15,0.184,35.9,0.6361,1
APL301763,28,Salaried,17107.32,0.0,644,105.0,0,2,4,1,19,0.0,0.0,0.65,1
APL301764,28,Salaried,30111.37,0.0,693,44.0,0,2,8,65,6,0.102,0.0,0.6101,0
APL301765,31,Salaried,53573.94,5817.35,668,85.1,0,0,2,5,7,0.319,10.9,0.65,1
APL301766,25,Salaried,58860.61,11083.41,764,94.3,0,3,9,35,6,0.113,18.8,0.65,1
APL301767,27,Student/Intern,29341.2,3665.61,736,78.8,0,2,3,77,1,0.408,12.5,0.6251,0
APL301768,29,Salaried,33516.74,0.0,773,73.4,0,0,2,41,29,0.392,0.0,0.4942,0
APL301769,34,Salaried,57250.44,10845.08,612,67.8,0,1,4,57,15,0.195,18.9,0.65,0
APL301770,37,Salaried,29316.48,0.0,648,97.1,1,0,2,87,38,0.226,0.0,0.65,1
APL301771,28,Gig/Freelance,18734.75,2928.25,697,61.7,0,0,4,87,12,0.223,15.6,0.621,1
APL301772,31,Salaried,20213.68,4880.34,605,72.1,0,2,8,24,10,0.119,24.1,0.65,1
APL301773,35,Student/Intern,53651.74,0.0,569,101.7,0,2,4,75,12,0.0,0.0,0.65,1
APL301774,32,Salaried,22209.33,5177.6,798,55.9,0,1,5,20,16,0.386,23.3,0.47,1
APL301775,41,Salaried,30467.13,4617.83,695,84.7,0,1,6,61,31,0.621,15.2,0.65,1
APL301776,37,Self-Employed,51405.9,8235.18,630,74.5,0,2,2,72,38,0.026,16.0,0.65,1
APL301777,28,Student/Intern,25510.01,0.0,745,78.0,0,2,5,56,8,0.318,0.0,0.5973,1
APL301778,38,Salaried,132713.18,28458.14,754,83.3,0,1,4,95,47,0.24,21.4,0.5487,1
APL301779,32,Student/Intern,50506.02,5152.71,718,100.6,0,0,4,55,10,0.251,10.2,0.65,1
APL301780,36,Salaried,59903.23,0.0,758,78.7,0,1,5,73,25,0.454,0.0,0.4856,1
APL301781,30,Salaried,26321.59,0.0,721,85.1,0,2,6,67,8,0.49,0.0,0.6354,1
APL301782,26,Gig/Freelance,12000.0,2679.78,630,77.5,0,1,7,39,3,0.036,22.3,0.65,1
APL301783,32,Gig/Freelance,12029.13,5411.11,616,116.9,0,2,6,53,14,0.0,45.0,0.65,1
APL301784,24,Gig/Freelance,29760.93,0.0,670,67.2,1,1,6,45,1,0.133,0.0,0.65,1
APL301785,31,Self-Employed,85744.31,17543.98,673,100.2,0,0,4,63,16,0.147,20.5,0.65,0
APL301786,31,Self-Employed,41281.88,0.0,588,111.9,1,0,3,74,35,0.058,0.0,0.65,0
APL301787,30,Salaried,17280.83,2396.01,600,92.5,0,3,3,39,31,0.074,13.9,0.65,1
APL301788,33,Salaried,53665.86,0.0,620,92.4,0,3,6,16,23,0.26,0.0,0.65,1
APL301789,39,Self-Employed,152522.78,0.0,811,62.3,1,1,4,84,28,0.636,0.0,0.3843,0
APL301790,36,Student/Intern,33546.41,9882.41,834,58.8,0,1,6,59,4,0.58,29.5,0.3999,0
APL301791,35,Self-Employed,17256.73,0.0,763,85.5,0,1,4,99,12,0.401,0.0,0.5527,0
APL301792,31,Gig/Freelance,38675.23,4694.36,754,76.2,0,2,3,82,15,0.38,12.1,0.5719,1
APL301793,26,Self-Employed,29400.24,0.0,643,92.4,0,1,6,67,10,0.161,0.0,0.65,1
APL301794,37,Salaried,40552.72,0.0,805,88.6,0,1,2,85,0,0.506,0.0,0.4761,1
APL301795,31,Salaried,24721.43,12997.33,719,92.8,0,1,5,23,20,0.501,52.6,0.65,1
APL301796,25,Self-Employed,23200.14,0.0,601,91.1,0,2,5,33,0,0.11,0.0,0.65,0
APL301797,38,Salaried,81993.86,21747.79,676,80.0,0,1,6,71,20,0.234,26.5,0.65,1
APL301798,28,Salaried,12000.0,6874.08,699,68.7,0,1,7,78,2,0.308,57.3,0.65,0
APL301799,27,Salaried,16509.76,12900.17,604,96.6,0,2,5,47,0,0.0,78.1,0.65,1
APL301800,28,Self-Employed,25578.2,0.0,693,101.3,0,1,5,39,2,0.183,0.0,0.65,1
APL301801,24,Gig/Freelance,56405.57,10777.11,588,105.5,0,2,3,53,20,0.002,19.1,0.65,0
APL301802,22,Self-Employed,12000.0,4590.68,719,57.1,0,1,8,36,0,0.016,38.3,0.6482,1
APL301803,21,Self-Employed,18549.56,4518.72,717,80.8,0,1,6,34,0,0.444,24.4,0.65,1
APL301804,29,Salaried,85418.84,0.0,740,46.3,0,1,3,49,24,0.238,0.0,0.4434,0
APL301805,28,Student/Intern,51606.07,8888.28,773,44.5,0,2,4,67,0,0.361,17.2,0.4799,1
APL301806,39,Self-Employed,152522.78,0.0,811,62.3,1,1,4,84,28,0.636,0.0,0.3843,0
APL301807,39,Salaried,47474.59,0.0,775,80.0,0,3,3,74,27,0.383,0.0,0.5229,1
APL301808,32,Self-Employed,12000.0,7805.14,661,79.7,0,2,8,6,0,0.228,65.0,0.65,0
APL301809,21,Salaried,16945.69,0.0,762,69.3,0,1,7,26,1,0.307,0.0,0.561,1
APL301810,24,Self-Employed,32621.09,10270.91,709,99.1,0,3,3,49,12,0.192,31.5,0.65,0
APL301811,28,Salaried,12000.0,6874.08,699,68.7,0,1,7,78,2,0.308,57.3,0.65,0
APL301812,38,Gig/Freelance,26195.51,0.0,756,86.0,0,1,2,82,19,0.327,0.0,0.5734,1
APL301813,29,Salaried,28036.43,7250.61,714,91.0,0,2,2,39,32,0.443,25.9,0.65,1
APL301814,30,Salaried,38087.97,8467.23,733,71.5,0,1,6,45,17,0.418,22.2,0.6022,1
APL301815,21,Salaried,18877.25,0.0,649,78.8,0,1,5,64,0,0.102,0.0,0.65,0
APL301816,47,Self-Employed,29289.01,0.0,667,96.2,0,3,1,36,45,0.023,0.0,0.65,1
APL301817,31,Salaried,20384.99,3035.67,712,65.1,0,4,6,59,10,0.461,14.9,0.65,1
APL301818,32,Salaried,33143.57,1101.79,698,59.0,0,2,4,101,10,0.268,3.3,0.612,0
APL301819,44,Salaried,23492.66,0.0,788,80.4,0,3,2,87,34,0.276,0.0,0.5324,0
APL301820,32,Self-Employed,92114.04,14439.82,670,62.5,0,2,6,61,24,0.254,15.7,0.65,0
APL301821,30,Salaried,15326.75,0.0,716,83.7,0,0,3,60,8,0.082,0.0,0.65,0
APL301822,31,Salaried,44055.81,4636.48,625,86.4,0,4,2,46,26,0.124,10.5,0.65,0
APL301823,37,Salaried,39074.4,8311.45,789,83.5,0,3,3,72,16,0.277,21.3,0.5758,0
APL301824,35,Gig/Freelance,18842.84,855.68,662,70.7,0,0,3,31,14,0.236,4.5,0.65,1
APL301825,33,Salaried,12000.0,9392.56,688,87.1,0,2,3,63,30,0.261,78.3,0.65,1
APL301826,30,Self-Employed,35041.05,11799.37,672,95.0,0,3,3,28,15,0.107,33.7,0.65,1
APL301827,24,Self-Employed,12000.0,949.03,675,86.4,0,2,4,49,2,0.306,7.9,0.65,1
APL301828,42,Student/Intern,25681.31,0.0,799,97.6,0,1,6,79,9,0.524,0.0,0.5076,0
APL301829,32,Salaried,40293.33,13507.68,500,91.0,0,4,4,47,26,0.014,33.5,0.65,1
APL301830,34,Student/Intern,32960.98,3244.89,827,39.9,0,3,7,94,4,0.576,9.8,0.3533,0
